ID_Venta,Producto,Categoria,Precio,Cantidad,Region,Descuento,Almacen,Metodo_Pago,Dia,Mes,Agno
32,"Televisor 55""",Electronica,310,6,Europa,21.48,9,Cheque,15,2,2024
33,Aspiradora,Electrodomestico,155,7,Norteamerica,8.18,3,Tarjeta de Credito,16,2,2024
34,Lavadora,Electrodomestico,543.11,2,Asia,12.41,1,Tarjeta de Credito,17,2,2024
35,Microondas,Electrodomestico,543.11,10,Sudamerica,3.66,4,PayPal,18,2,2024
36,Smartphone,Electronica,680,6,Sudamerica,5.43,8,Efectivo,4,2,2024
37,Laptop,Electronica,1050,2,Europa,20.43,1,Efectivo,5,2,2024
38,Aspiradora,Electrodomestico,160,8,Norteamerica,5.44,9,Desconocido,6,2,2024
39,"Televisor 55""",Electronica,700,3,Asia,15.75,5,PayPal,7,2,2024
40,Tablet,Electronica,420,5,Sudamerica,21.27,4,Cheque,8,2,2024
41,Smartphone,Electronica,780,7,Europa,3.21,2,PayPal,9,2,2024
42,Microondas,Electrodomestico,543.11,9,Asia,17.02,1,Transferencia Bancaria,10,2,2024
43,"Televisor 55""",Electronica,500,3,Norteamerica,7.7,6,Efectivo,11,2,2024
44,Smartphone,Electronica,780,7,Europa,28.89,2,PayPal,9,2,2024
45,Microondas,Electrodomestico,543.11,9,Asia,14.51,8,Transferencia Bancaria,10,2,2024
46,"Televisor 55""",Electronica,500,3,Norteamerica,24.18,3,Transferencia Bancaria,11,2,2024
47,Refrigerador,Electrodomestico,1250,1,Europa,14.93,5,Transferencia Bancaria,12,2,2024
48,Laptop,Electronica,970,4,Asia,1.3,7,Transferencia Bancaria,13,2,2024
49,Smartphone,Electronica,543.11,8,Sudamerica,18.99,9,Cheque,14,2,2024
50,"Televisor 55""",Electronica,310,6,Europa,28.54,3,Transferencia Bancaria,15,2,2024
51,Aspiradora,Electrodomestico,155,7,Norteamerica,18.05,1,Cheque,16,2,2024
52,Lavadora,Electrodomestico,810,2,Asia,24.58,4,Cheque,17,2,2024
53,"Televisor 55""",Electronica,400,2,Norteamerica,26.53,8,Transferencia Bancaria,15,3,2024
54,Smartphone,Electronica,700,5,Europa,6.84,1,Desconocido,16,3,2024
55,Refrigerador,Electrodomestico,1200,1,Sudamerica,6.36,9,Transferencia Bancaria,17,3,2024
56,Laptop,Electronica,950,3,Asia,18.33,5,Transferencia Bancaria,18,3,2024
57,Lavadora,Electrodomestico,543.11,1,Norteamerica,12.33,4,Transferencia Bancaria,19,3,2024
58,"Televisor 55""",Electronica,650,4,Europa,25.2,2,Efectivo,20,3,2024
59,Aspiradora,Electrodomestico,150,10,Sudamerica,27,1,Tarjeta de Credito,21,3,2024
60,Smartphone,Electronica,650,6,Norteamerica,10.6,6,Tarjeta de Credito,22,3,2024
61,Laptop,Electronica,1000,2,Asia,7.11,2,Cheque,23,3,2024
62,Microondas,Electrodomestico,120,8,Europa,23.42,8,Cheque,24,3,2024
63,"Televisor 55""",Electronica,450,2,Sudamerica,8.24,3,Efectivo,25,3,2024
64,Lavadora,Electrodomestico,543.11,3,Asia,24.68,5,PayPal,26,3,2024
65,Smartphone,Electronica,750,7,Norteamerica,14.93,7,Tarjeta de Credito,27,3,2024
66,Microondas,Electrodomestico,543.11,9,Asia,20.03,9,Cheque,28,3,2024
67,"Televisor 55""",Electronica,500,3,Norteamerica,2.87,3,Tarjeta de Credito,29,3,2024
68,Refrigerador,Electrodomestico,1250,1,Europa,18.72,1,Efectivo,30,3,2024
69,Laptop,Electronica,970,4,Asia,13.55,4,Efectivo,31,3,2024
70,Smartphone,Electronica,690,8,Sudamerica,14.93,8,PayPal,1,4,2024
71,"Televisor 55""",Electronica,310,6,Europa,5.04,1,PayPal,2,4,2024
72,Aspiradora,Electrodomestico,155,7,Norteamerica,22.11,9,Efectivo,3,4,2024
73,Lavadora,Electrodomestico,810,2,Asia,25.88,5,Cheque,4,4,2024
74,"Televisor 55""",Electronica,400,2,Norteamerica,6.5,4,Tarjeta de Credito,5,4,2024
75,Smartphone,Electronica,700,5,Europa,2.87,2,Transferencia Bancaria,6,4,2024
76,Refrigerador,Electrodomestico,1200,1,Sudamerica,0.71,1,PayPal,7,4,2024
77,Laptop,Electronica,950,3,Asia,19.26,6,Transferencia Bancaria,8,4,2024
78,Lavadora,Electrodomestico,543.11,1,Norteamerica,18.21,2,Cheque,9,4,2024
79,Lavadora,Electrodomestico,543.11,3,Asia,16.4,8,PayPal,10,4,2024
1,"Televisor 55""",Electronica,400,2,Norteamerica,6.96,3,Transferencia Bancaria,15,1,2024
2,Smartphone,Electronica,700,5,Europa,11.73,5,Cheque,16,1,2024
3,Refrigerador,Electrodomestico,650,1,Sudamerica,17.83,7,Tarjeta de Credito,17,1,2024
4,Laptop,Electronica,950,3,Asia,14.9,9,Cheque,18,1,2024
5,Lavadora,Electrodomestico,543.11,1,Norteamerica,29.63,3,PayPal,19,1,2024
6,"Televisor 55""",Electronica,650,4,Europa,4.09,1,Efectivo,20,1,2024
7,Aspiradora,Electrodomestico,543.11,10,Sudamerica,20.85,4,Tarjeta de Credito,21,1,2024
8,Smartphone,Electronica,650,6,Norteamerica,12.13,8,Transferencia Bancaria,22,1,2024
9,Laptop,Electronica,1000,2,Asia,12.85,10,PayPal,23,1,2024
10,Microondas,Electrodomestico,120,8,Europa,21.53,6,Efectivo,24,1,2024
11,"Televisor 55""",Electronica,450,2,Sudamerica,20.77,2,Cheque,25,1,2024
12,Lavadora,Electrodomestico,543.11,3,Asia,29.74,8,Efectivo,26,1,2024
13,Smartphone,Electronica,750,7,Norteamerica,3.85,2,PayPal,27,1,2024
14,Laptop,Electronica,850,1,Europa,3.12,3,PayPal,28,1,2024
15,Refrigerador,Electrodomestico,650,1,Sudamerica,21.73,7,Efectivo,29,1,2024
16,Microondas,Electrodomestico,100,9,Asia,17.35,9,Cheque,30,1,2024
17,"Televisor 55""",Electronica,300,5,Norteamerica,8.22,3,Efectivo,31,1,2024
18,Tablet,Electronica,543.11,4,Europa,2.38,1,PayPal,1,2,2024
19,Lavadora,Electrodomestico,750,2,Asia,2.57,4,PayPal,2,2,2024
20,Refrigerador,Electrodomestico,543.11,1,Norteamerica,26.83,8,Transferencia Bancaria,3,2,2024
21,Smartphone,Electronica,680,6,Sudamerica,5.76,6,Transferencia Bancaria,4,2,2024
22,Laptop,Electronica,1050,2,Europa,9.7,7,Tarjeta de Credito,5,2,2024
23,Aspiradora,Electrodomestico,160,8,Norteamerica,6.8,2,PayPal,6,2,2024
24,"Televisor 55""",Electronica,700,3,Asia,10.65,2,Transferencia Bancaria,7,2,2024
25,Tablet,Electronica,420,5,Sudamerica,2.08,5,Efectivo,8,2,2024
26,Smartphone,Electronica,780,7,Europa,15.57,1,Cheque,9,2,2024
27,Microondas,Electrodomestico,543.11,9,Asia,2.03,3,Efectivo,10,2,2024
28,"Televisor 55""",Electronica,500,3,Norteamerica,24.01,1,Cheque,11,2,2024
29,Refrigerador,Electrodomestico,650,1,Europa,7.01,3,Transferencia Bancaria,12,2,2024
30,Laptop,Electronica,970,4,Asia,16.2,2,Tarjeta de Credito,13,2,2024
31,Smartphone,Electronica,690,8,Sudamerica,26.4,5,Efectivo,14,2,2024
32,"Televisor 55""",Electronica,310,6,Europa,19.53,1,Efectivo,15,2,2024
33,Aspiradora,Electrodomestico,155,7,Norteamerica,15.99,3,Efectivo,16,2,2024
34,Lavadora,Electrodomestico,543.11,2,Asia,9.73,1,Cheque,17,2,2024
35,Microondas,Electrodomestico,543.11,10,Sudamerica,9.99,4,Transferencia Bancaria,18,2,2024
36,Smartphone,Electronica,680,6,Sudamerica,20.08,10,Efectivo,4,2,2024
37,Laptop,Electronica,1050,2,Europa,29.82,6,Efectivo,5,2,2024
38,Aspiradora,Electrodomestico,160,8,Norteamerica,19.86,2,Desconocido,6,2,2024
39,"Televisor 55""",Electronica,700,3,Asia,16.73,8,Tarjeta de Credito,7,2,2024
40,Tablet,Electronica,420,5,Sudamerica,21.92,2,Transferencia Bancaria,8,2,2024
41,Smartphone,Electronica,780,7,Europa,13.96,3,Transferencia Bancaria,9,2,2024
42,Microondas,Electrodomestico,543.11,9,Asia,1.8,7,PayPal,10,2,2024
43,"Televisor 55""",Electronica,500,3,Norteamerica,16.87,1,Tarjeta de Credito,11,2,2024
44,Smartphone,Electronica,780,7,Europa,28.73,1,PayPal,9,2,2024
45,Microondas,Electrodomestico,543.11,9,Asia,5.26,9,Cheque,10,2,2024
46,"Televisor 55""",Electronica,500,3,Norteamerica,20.7,5,PayPal,11,2,2024
47,Refrigerador,Electrodomestico,1250,1,Europa,6.03,4,Efectivo,12,2,2024
48,Laptop,Electronica,970,4,Asia,16.07,2,PayPal,13,2,2024
49,Smartphone,Electronica,543.11,8,Sudamerica,2.9,1,Transferencia Bancaria,14,2,2024
50,"Televisor 55""",Electronica,310,6,Europa,13.51,6,Cheque,15,2,2024
51,Aspiradora,Electrodomestico,155,7,Norteamerica,22.68,2,Efectivo,16,2,2024
52,Lavadora,Electrodomestico,810,2,Asia,10.43,8,PayPal,17,2,2024
53,"Televisor 55""",Electronica,400,2,Norteamerica,19.95,3,Cheque,15,3,2024
54,Smartphone,Electronica,700,5,Europa,23.86,5,Cheque,16,3,2024
55,Refrigerador,Electrodomestico,1200,1,Sudamerica,27.82,7,Efectivo,17,3,2024
56,Laptop,Electronica,950,3,Asia,7.04,9,Desconocido,18,3,2024
57,Lavadora,Electrodomestico,543.11,1,Norteamerica,11.98,3,Cheque,19,3,2024
58,"Televisor 55""",Electronica,650,4,Europa,4.57,1,Cheque,20,3,2024
59,Aspiradora,Electrodomestico,150,10,Sudamerica,29.77,4,Tarjeta de Credito,21,3,2024
60,Smartphone,Electronica,650,6,Norteamerica,27.81,8,Cheque,22,3,2024
61,Laptop,Electronica,1000,2,Asia,16.2,6,Tarjeta de Credito,23,3,2024
62,Microondas,Electrodomestico,120,8,Europa,25.26,7,PayPal,24,3,2024
63,"Televisor 55""",Electronica,450,2,Sudamerica,15.63,2,PayPal,25,3,2024
64,Lavadora,Electrodomestico,543.11,3,Asia,18.71,10,PayPal,26,3,2024
65,Smartphone,Electronica,750,7,Norteamerica,2.67,6,Transferencia Bancaria,27,3,2024
66,Microondas,Electrodomestico,543.11,9,Asia,14.93,2,PayPal,28,3,2024
67,"Televisor 55""",Electronica,500,3,Norteamerica,3.83,8,Cheque,29,3,2024
68,Refrigerador,Electrodomestico,1250,1,Europa,24.78,3,Efectivo,30,3,2024
69,Laptop,Electronica,970,4,Asia,23.46,5,Tarjeta de Credito,31,3,2024
70,Smartphone,Electronica,690,8,Sudamerica,21.26,7,Transferencia Bancaria,1,4,2024
71,"Televisor 55""",Electronica,310,6,Europa,1.08,9,PayPal,2,4,2024
72,Aspiradora,Electrodomestico,155,7,Norteamerica,9.09,3,PayPal,3,4,2024
73,Lavadora,Electrodomestico,810,2,Asia,7.89,7,Efectivo,4,4,2024
74,"Televisor 55""",Electronica,400,2,Norteamerica,10.8,9,Efectivo,5,4,2024
75,Smartphone,Electronica,700,5,Europa,2.63,3,Transferencia Bancaria,6,4,2024
76,Refrigerador,Electrodomestico,1200,1,Sudamerica,28.11,1,Tarjeta de Credito,7,4,2024
77,Laptop,Electronica,950,3,Asia,16.61,4,PayPal,8,4,2024
78,Lavadora,Electrodomestico,543.11,1,Norteamerica,9.17,8,Transferencia Bancaria,9,4,2024
79,Lavadora,Electrodomestico,543.11,3,Asia,11.91,6,Cheque,10,4,2024
1,"Televisor 55""",Electronica,400,2,Norteamerica,13.42,7,Cheque,15,1,2024
2,Smartphone,Electronica,700,5,Europa,18.02,2,Transferencia Bancaria,16,1,2024
3,Refrigerador,Electrodomestico,650,1,Sudamerica,15.47,2,PayPal,17,1,2024
4,Laptop,Electronica,950,3,Asia,27.58,5,Transferencia Bancaria,18,1,2024
5,Lavadora,Electrodomestico,543.11,1,Norteamerica,14.91,1,PayPal,19,1,2024
6,"Televisor 55""",Electronica,650,4,Europa,29.76,3,Efectivo,20,1,2024
7,Aspiradora,Electrodomestico,543.11,10,Sudamerica,25.54,1,Transferencia Bancaria,21,1,2024
8,Smartphone,Electronica,650,6,Norteamerica,6.26,4,PayPal,22,1,2024
9,Laptop,Electronica,1000,2,Asia,27.92,10,Transferencia Bancaria,23,1,2024
10,Microondas,Electrodomestico,120,8,Europa,3.49,6,Transferencia Bancaria,24,1,2024
11,"Televisor 55""",Electronica,450,2,Sudamerica,24.52,2,PayPal,25,1,2024
12,Lavadora,Electrodomestico,543.11,3,Asia,11.42,8,PayPal,26,1,2024
13,Smartphone,Electronica,750,7,Norteamerica,26.34,2,Tarjeta de Credito,27,1,2024
14,Laptop,Electronica,850,1,Europa,26.04,3,Transferencia Bancaria,28,1,2024
15,Refrigerador,Electrodomestico,650,1,Sudamerica,24.18,7,Cheque,29,1,2024
16,Microondas,Electrodomestico,100,9,Asia,23.7,9,Transferencia Bancaria,30,1,2024
17,"Televisor 55""",Electronica,300,5,Norteamerica,9.14,3,Transferencia Bancaria,31,1,2024
18,Tablet,Electronica,543.11,4,Europa,2.43,1,PayPal,1,2,2024
19,Lavadora,Electrodomestico,750,2,Asia,12.09,4,Transferencia Bancaria,2,2,2024
20,Refrigerador,Electrodomestico,543.11,1,Norteamerica,5.21,8,Transferencia Bancaria,3,2,2024
21,Smartphone,Electronica,680,6,Sudamerica,20.85,10,Cheque,4,2,2024
22,Laptop,Electronica,1050,2,Europa,10.38,6,PayPal,5,2,2024
23,Aspiradora,Electrodomestico,160,8,Norteamerica,14.93,2,Transferencia Bancaria,6,2,2024
24,"Televisor 55""",Electronica,700,3,Asia,19.23,8,Efectivo,7,2,2024
25,Tablet,Electronica,420,5,Sudamerica,24.67,2,Tarjeta de Credito,8,2,2024
26,Smartphone,Electronica,780,7,Europa,3.98,3,Cheque,9,2,2024
27,Microondas,Electrodomestico,543.11,9,Asia,25.86,7,Transferencia Bancaria,10,2,2024
28,"Televisor 55""",Electronica,500,3,Norteamerica,27.68,9,Efectivo,11,2,2024
29,Refrigerador,Electrodomestico,650,1,Europa,14.93,3,Transferencia Bancaria,12,2,2024
30,Laptop,Electronica,970,4,Asia,14.93,1,Transferencia Bancaria,13,2,2024
31,Smartphone,Electronica,690,8,Sudamerica,22.94,4,PayPal,14,2,2024
32,"Televisor 55""",Electronica,310,6,Europa,5.25,8,PayPal,15,2,2024
33,Aspiradora,Electrodomestico,155,7,Norteamerica,15.08,6,PayPal,16,2,2024
34,Lavadora,Electrodomestico,543.11,2,Asia,11.96,7,Efectivo,17,2,2024
35,Microondas,Electrodomestico,543.11,10,Sudamerica,4.39,2,Transferencia Bancaria,18,2,2024
36,Smartphone,Electronica,680,6,Sudamerica,11.03,2,Tarjeta de Credito,4,2,2024
37,Laptop,Electronica,1050,2,Europa,2.05,5,Cheque,5,2,2024
38,Aspiradora,Electrodomestico,160,8,Norteamerica,0.77,1,PayPal,6,2,2024
39,"Televisor 55""",Electronica,700,3,Asia,4.05,3,PayPal,7,2,2024
40,Tablet,Electronica,420,5,Sudamerica,28.89,1,Transferencia Bancaria,8,2,2024
41,Smartphone,Electronica,780,7,Europa,16.49,3,Transferencia Bancaria,9,2,2024
42,Microondas,Electrodomestico,543.11,9,Asia,28.97,2,Efectivo,10,2,2024
43,"Televisor 55""",Electronica,500,3,Norteamerica,12.97,5,Efectivo,11,2,2024
44,Smartphone,Electronica,780,7,Europa,9.35,1,PayPal,9,2,2024
45,Microondas,Electrodomestico,543.11,9,Asia,15.18,3,Transferencia Bancaria,10,2,2024
46,"Televisor 55""",Electronica,500,3,Norteamerica,13.19,1,Tarjeta de Credito,11,2,2024
47,Refrigerador,Electrodomestico,1250,1,Europa,3.17,4,Cheque,12,2,2024
48,Laptop,Electronica,970,4,Asia,19.22,10,Transferencia Bancaria,13,2,2024
49,Smartphone,Electronica,543.11,8,Sudamerica,6.48,6,Transferencia Bancaria,14,2,2024
50,"Televisor 55""",Electronica,310,6,Europa,18.59,2,Efectivo,15,2,2024
51,Aspiradora,Electrodomestico,155,7,Norteamerica,19.51,8,Cheque,16,2,2024
52,Lavadora,Electrodomestico,810,2,Asia,4.56,2,PayPal,17,2,2024
53,"Televisor 55""",Electronica,400,2,Norteamerica,1.84,3,Transferencia Bancaria,15,3,2024
54,Smartphone,Electronica,700,5,Europa,23.42,7,PayPal,16,3,2024
55,Refrigerador,Electrodomestico,1200,1,Sudamerica,13.79,1,Transferencia Bancaria,17,3,2024
56,Laptop,Electronica,950,3,Asia,1.74,1,PayPal,18,3,2024
57,Lavadora,Electrodomestico,543.11,1,Norteamerica,29.85,9,Cheque,19,3,2024
58,"Televisor 55""",Electronica,650,4,Europa,1.73,5,Efectivo,20,3,2024
59,Aspiradora,Electrodomestico,150,10,Sudamerica,20.85,4,Cheque,21,3,2024
60,Smartphone,Electronica,650,6,Norteamerica,29.51,2,Tarjeta de Credito,22,3,2024
61,Laptop,Electronica,1000,2,Asia,7.18,1,Efectivo,23,3,2024
62,Microondas,Electrodomestico,120,8,Europa,4.27,6,Cheque,24,3,2024
63,"Televisor 55""",Electronica,450,2,Sudamerica,3.64,2,Tarjeta de Credito,25,3,2024
64,Lavadora,Electrodomestico,543.11,3,Asia,9.1,8,Transferencia Bancaria,26,3,2024
65,Smartphone,Electronica,750,7,Norteamerica,3.03,3,Transferencia Bancaria,27,3,2024
66,Microondas,Electrodomestico,543.11,9,Asia,20.76,5,PayPal,28,3,2024
67,"Televisor 55""",Electronica,500,3,Norteamerica,1.87,7,Efectivo,29,3,2024
68,Refrigerador,Electrodomestico,1250,1,Europa,15.28,9,Transferencia Bancaria,30,3,2024
69,Laptop,Electronica,970,4,Asia,29.9,3,Efectivo,31,3,2024
70,Smartphone,Electronica,690,8,Sudamerica,24.42,1,Transferencia Bancaria,1,4,2024
71,"Televisor 55""",Electronica,310,6,Europa,18.46,4,PayPal,2,4,2024
72,Aspiradora,Electrodomestico,155,7,Norteamerica,9.19,8,Cheque,3,4,2024
73,Lavadora,Electrodomestico,810,2,Asia,18.72,6,PayPal,4,4,2024
74,"Televisor 55""",Electronica,400,2,Norteamerica,15.81,7,Tarjeta de Credito,5,4,2024
75,Smartphone,Electronica,700,5,Europa,12.78,2,Transferencia Bancaria,6,4,2024
76,Refrigerador,Electrodomestico,1200,1,Sudamerica,3.92,10,Tarjeta de Credito,7,4,2024
77,Laptop,Electronica,950,3,Asia,26.6,6,Tarjeta de Credito,8,4,2024
78,Lavadora,Electrodomestico,543.11,1,Norteamerica,13.49,2,Efectivo,9,4,2024
79,Lavadora,Electrodomestico,543.11,3,Asia,5.84,8,Transferencia Bancaria,10,4,2024
1,"Televisor 55""",Electronica,400,2,Norteamerica,11.03,3,Tarjeta de Credito,15,1,2024
2,Smartphone,Electronica,700,5,Europa,12.42,5,Cheque,16,1,2024
3,Refrigerador,Electrodomestico,650,1,Sudamerica,24.83,7,Tarjeta de Credito,17,1,2024
4,Laptop,Electronica,950,3,Asia,22.01,9,Cheque,18,1,2024
5,Lavadora,Electrodomestico,543.11,1,Norteamerica,14.93,3,Efectivo,19,1,2024
6,"Televisor 55""",Electronica,650,4,Europa,0.33,7,Tarjeta de Credito,20,1,2024
7,Aspiradora,Electrodomestico,543.11,10,Sudamerica,12.48,9,PayPal,21,1,2024
8,Smartphone,Electronica,650,6,Norteamerica,14.44,3,Efectivo,22,1,2024
9,Laptop,Electronica,1000,2,Asia,0.58,1,Cheque,23,1,2024
10,Microondas,Electrodomestico,120,8,Europa,7.79,4,Efectivo,24,1,2024
11,"Televisor 55""",Electronica,450,2,Sudamerica,22.81,8,Tarjeta de Credito,25,1,2024
12,Lavadora,Electrodomestico,543.11,3,Asia,4.11,6,Transferencia Bancaria,26,1,2024
13,Smartphone,Electronica,750,7,Norteamerica,16.06,7,Transferencia Bancaria,27,1,2024
14,Laptop,Electronica,850,1,Europa,6.46,2,Cheque,28,1,2024
15,Refrigerador,Electrodomestico,650,1,Sudamerica,0.36,2,Cheque,29,1,2024
16,Microondas,Electrodomestico,100,9,Asia,7.24,5,Transferencia Bancaria,30,1,2024
17,"Televisor 55""",Electronica,300,5,Norteamerica,29.28,1,Cheque,31,1,2024
18,Tablet,Electronica,543.11,4,Europa,24.05,3,Efectivo,1,2,2024
19,Lavadora,Electrodomestico,750,2,Asia,28.79,1,PayPal,2,2,2024
20,Refrigerador,Electrodomestico,543.11,1,Norteamerica,14.64,4,PayPal,3,2,2024
21,Smartphone,Electronica,680,6,Sudamerica,3.29,10,Efectivo,4,2,2024
22,Laptop,Electronica,1050,2,Europa,16.44,6,PayPal,5,2,2024
23,Aspiradora,Electrodomestico,160,8,Norteamerica,13.63,2,Tarjeta de Credito,6,2,2024
24,"Televisor 55""",Electronica,700,3,Asia,25.33,8,Efectivo,7,2,2024
25,Tablet,Electronica,420,5,Sudamerica,2.94,2,Cheque,8,2,2024
26,Smartphone,Electronica,780,7,Europa,14.65,3,Efectivo,9,2,2024
27,Microondas,Electrodomestico,543.11,9,Asia,4.5,7,Transferencia Bancaria,10,2,2024
28,"Televisor 55""",Electronica,500,3,Norteamerica,9.74,9,Cheque,11,2,2024
29,Refrigerador,Electrodomestico,650,1,Europa,22.12,3,Transferencia Bancaria,12,2,2024
30,Laptop,Electronica,970,4,Asia,14.28,1,Cheque,13,2,2024
31,Smartphone,Electronica,690,8,Sudamerica,11.28,4,PayPal,14,2,2024
32,"Televisor 55""",Electronica,310,6,Europa,11.83,8,Efectivo,15,2,2024
33,Aspiradora,Electrodomestico,155,7,Norteamerica,13.78,6,Tarjeta de Credito,16,2,2024
34,Lavadora,Electrodomestico,543.11,2,Asia,23.55,5,Cheque,17,2,2024
35,Microondas,Electrodomestico,543.11,10,Sudamerica,26.76,7,Cheque,18,2,2024
36,Smartphone,Electronica,680,6,Sudamerica,28.66,4,Transferencia Bancaria,4,2,2024
37,Laptop,Electronica,1050,2,Europa,23.61,3,PayPal,5,2,2024
38,Aspiradora,Electrodomestico,160,8,Norteamerica,9.46,7,Transferencia Bancaria,6,2,2024
39,"Televisor 55""",Electronica,700,3,Asia,20.64,20,Transferencia Bancaria,7,2,2024
40,Tablet,Electronica,420,5,Sudamerica,13.13,4,PayPal,8,2,2024
41,Smartphone,Electronica,780,7,Europa,7.64,3,Tarjeta de Credito,9,2,2024
42,Microondas,Electrodomestico,543.11,9,Asia,25.23,6,Transferencia Bancaria,10,2,2024
43,"Televisor 55""",Electronica,500,3,Norteamerica,1.15,23,Transferencia Bancaria,11,2,2024
44,Smartphone,Electronica,780,7,Europa,27.05,70,Cheque,9,2,2024
45,Microondas,Electrodomestico,543.11,9,Asia,13.84,5,PayPal,10,2,2024
46,"Televisor 55""",Electronica,500,3,Norteamerica,19.12,3,Efectivo,11,2,2024
47,Refrigerador,Electrodomestico,1250,1,Europa,14.93,4,Tarjeta de Credito,12,2,2024
48,Laptop,Electronica,970,4,Asia,26.85,2,Tarjeta de Credito,13,2,2024
49,Smartphone,Electronica,543.11,8,Sudamerica,19.1,5,Desconocido,14,2,2024
50,"Televisor 55""",Electronica,310,6,Europa,18.42,6,Cheque,15,2,2024
51,Aspiradora,Electrodomestico,155,7,Norteamerica,2,5,Cheque,16,2,2024
52,Lavadora,Electrodomestico,810,2,Asia,15.55,7,PayPal,17,2,2024
53,"Televisor 55""",Electronica,400,2,Norteamerica,4.51,4,Cheque,15,3,2024
54,Smartphone,Electronica,700,5,Europa,22.12,3,Tarjeta de Credito,16,3,2024
55,Refrigerador,Electrodomestico,1200,1,Sudamerica,15.37,7,Tarjeta de Credito,17,3,2024
56,Laptop,Electronica,950,3,Asia,20.41,20,Efectivo,18,3,2024
57,Lavadora,Electrodomestico,543.11,1,Norteamerica,1.25,4,PayPal,19,3,2024
58,"Televisor 55""",Electronica,650,4,Europa,14.93,3,Transferencia Bancaria,20,3,2024
59,Aspiradora,Electrodomestico,150,10,Sudamerica,21.49,6,Transferencia Bancaria,21,3,2024
60,Smartphone,Electronica,650,6,Norteamerica,2.16,23,Efectivo,22,3,2024
61,Laptop,Electronica,1000,2,Asia,2.14,70,Desconocido,23,3,2024
62,Microondas,Electrodomestico,120,8,Europa,0.36,5,Cheque,24,3,2024
63,"Televisor 55""",Electronica,450,2,Sudamerica,28.7,3,Efectivo,25,3,2024
64,Lavadora,Electrodomestico,543.11,3,Asia,22.13,4,Efectivo,26,3,2024
65,Smartphone,Electronica,750,7,Norteamerica,10.6,2,Transferencia Bancaria,27,3,2024
66,Microondas,Electrodomestico,543.11,9,Asia,8.9,5,Cheque,28,3,2024
67,"Televisor 55""",Electronica,500,3,Norteamerica,10.49,6,Efectivo,29,3,2024
68,Refrigerador,Electrodomestico,1250,1,Europa,23.24,5,Efectivo,30,3,2024
69,Laptop,Electronica,970,4,Asia,19.84,7,Cheque,31,3,2024
70,Smartphone,Electronica,690,8,Sudamerica,5.56,4,PayPal,1,4,2024
71,"Televisor 55""",Electronica,310,6,Europa,5.22,3,Cheque,2,4,2024
72,Aspiradora,Electrodomestico,155,7,Norteamerica,2.95,7,Transferencia Bancaria,3,4,2024
73,Lavadora,Electrodomestico,810,2,Asia,19.81,20,PayPal,4,4,2024
74,"Televisor 55""",Electronica,400,2,Norteamerica,22.93,4,Tarjeta de Credito,5,4,2024
75,Smartphone,Electronica,700,5,Europa,7.95,3,Cheque,6,4,2024
76,Refrigerador,Electrodomestico,1200,1,Sudamerica,0.63,6,Transferencia Bancaria,7,4,2024
77,Laptop,Electronica,950,3,Asia,2.47,23,PayPal,8,4,2024
78,Lavadora,Electrodomestico,543.11,1,Norteamerica,29.04,70,Cheque,9,4,2024
79,Lavadora,Electrodomestico,543.11,3,Asia,8.86,5,Efectivo,10,4,2024
1,"Televisor 55""",Electronica,400,2,Norteamerica,23.08,3,Cheque,15,1,2024
2,Smartphone,Electronica,700,5,Europa,18.74,4,Tarjeta de Credito,16,1,2024
3,Refrigerador,Electrodomestico,650,1,Sudamerica,11.46,2,Desconocido,17,1,2024
4,Laptop,Electronica,950,3,Asia,6.17,5,PayPal,18,1,2024
5,Lavadora,Electrodomestico,543.11,1,Norteamerica,3.64,6,PayPal,19,1,2024
6,"Televisor 55""",Electronica,650,4,Europa,18.45,5,Cheque,20,1,2024
7,Aspiradora,Electrodomestico,543.11,10,Sudamerica,23.24,7,PayPal,21,1,2024
8,Smartphone,Electronica,650,6,Norteamerica,19.32,4,Efectivo,22,1,2024
9,Laptop,Electronica,1000,2,Asia,15.91,3,Cheque,23,1,2024
10,Microondas,Electrodomestico,120,8,Europa,1.26,7,Efectivo,24,1,2024
11,"Televisor 55""",Electronica,450,2,Sudamerica,29.05,20,Efectivo,25,1,2024
12,Lavadora,Electrodomestico,543.11,3,Asia,23.96,4,Transferencia Bancaria,26,1,2024
13,Smartphone,Electronica,750,7,Norteamerica,8.78,3,Cheque,27,1,2024
14,Laptop,Electronica,850,1,Europa,29.4,6,PayPal,28,1,2024
15,Refrigerador,Electrodomestico,650,1,Sudamerica,18.06,23,Efectivo,29,1,2024
16,Microondas,Electrodomestico,100,9,Asia,17.47,70,Transferencia Bancaria,30,1,2024
17,"Televisor 55""",Electronica,300,5,Norteamerica,22.44,5,Cheque,31,1,2024
18,Tablet,Electronica,543.11,4,Europa,14.93,3,Cheque,1,2,2024
19,Lavadora,Electrodomestico,750,2,Asia,19.69,4,Tarjeta de Credito,2,2,2024
20,Refrigerador,Electrodomestico,543.11,1,Norteamerica,3.84,2,Tarjeta de Credito,3,2,2024
21,Smartphone,Electronica,680,6,Sudamerica,10.15,5,Efectivo,4,2,2024
22,Laptop,Electronica,1050,2,Europa,27.84,8,Tarjeta de Credito,5,2,2024
23,Aspiradora,Electrodomestico,160,8,Norteamerica,6.74,2,Efectivo,6,2,2024
